Date,Symbol,Price,Volume
2016-04-21,MSFT,53.489039691282,38909096.0
2016-04-20,MSFT,53.306843249164,36195714.0
2016-04-19,MSFT,54.073986163345,29596827.0
2016-04-18,MSFT,54.141111168336,23785950.0
2016-04-15,MSFT,53.364378967728,28793753.0
2016-04-14,MSFT,53.086289661337,20877108.0
2016-04-13,MSFT,53.07670037491,20817961.0
2016-04-12,MSFT,52.405450325001,24944288.0
2016-04-11,MSFT,52.079414586474,21414227.0
2016-04-08,MSFT,52.184896737174,22167223.0
2016-04-07,MSFT,52.223253882883,19225092.0
2016-04-06,MSFT,52.856146787083,21188682.0
2016-04-05,MSFT,52.319146747156,19272255.0
2016-04-04,MSFT,53.153414666328,18928810.0
2016-04-01,MSFT,53.28766467631,24399193.0
2016-03-31,MSFT,52.961628937783,26360495.0
2016-03-30,MSFT,52.789021782092,23008260.0
2016-03-29,MSFT,52.462986043565,23924329.0
2016-03-28,MSFT,51.341039531575,17025050.0
2016-03-24,MSFT,51.983521722202,19949972.0
2016-03-23,MSFT,51.753378847947,20129015.0
2016-03-22,MSFT,51.84927171222,23124143.0
2016-03-21,MSFT,51.647896697248,23925716.0
2016-03-18,MSFT,51.293093099439,67625518.0
2016-03-17,MSFT,52.415039611429,28223947.0
2016-03-16,MSFT,52.117771732184,31691742.0
2016-03-15,MSFT,51.388985963711,21104763.0
2016-03-14,MSFT,50.986235933766,24083616.0
2016-03-11,MSFT,50.890343069494,32275677.0
2016-03-10,MSFT,49.912235853913,38387804.0
2016-03-09,MSFT,50.669789481667,28251588.0
2016-03-08,MSFT,49.528664396822,33075517.0
2016-03-07,MSFT,48.934128638332,38428816.0
2016-03-04,MSFT,49.893057281058,33034150.0
2016-03-03,MSFT,50.199914446731,24427813.0
2016-03-02,MSFT,50.775271632366,29289884.0
2016-03-01,MSFT,50.420468034558,33024535.0
2016-02-29,MSFT,48.790289341923,31654036.0
2016-02-26,MSFT,49.193039371868,35975925.0
2016-02-25,MSFT,49.960182286049,26939467.0
2016-02-24,MSFT,49.250575090431,33014457.0
2016-02-23,MSFT,49.077967934741,28895274.0
2016-02-22,MSFT,50.487593039549,25008291.0
2016-02-19,MSFT,49.691682266086,33559073.0
2016-02-18,MSFT,50.046485863894,27176035.0
2016-02-17,MSFT,50.267039451721,40788968.0
2016-02-16,MSFT,48.991664356895,37291208.0
2016-02-12,MSFT,48.087056365854,34243324.0
2016-02-11,MSFT,47.315759026125,48878571.0
2016-02-10,MSFT,47.334803404884,38236954.0
2016-02-09,MSFT,46.92534926157,46740474.0
2016-02-08,MSFT,47.049137723502,59290497.0
2016-02-05,MSFT,47.763301926956,62008994.0
2016-02-04,MSFT,49.515384772761,46987123.0
2016-02-03,MSFT,49.667739802831,57559814.0
2016-02-02,MSFT,50.467603710699,56313753.0
2016-02-01,MSFT,52.095898094572,44208542.0
2016-01-29,MSFT,52.457741290988,83611686.0
2016-01-28,MSFT,49.567756814348,62513789.0
2016-01-27,MSFT,48.77265400117,36775194.0
2016-01-26,MSFT,49.67726199221,28900820.0
2016-01-25,MSFT,49.315418795794,34707717.0
2016-01-22,MSFT,49.791528264763,37555789.0
2016-01-21,MSFT,48.068011987096,40191157.0
2016-01-20,MSFT,48.363199857856,63272993.0
2016-01-19,MSFT,48.144189502131,43564538.0
2016-01-15,MSFT,48.553643645444,71820697.0
2016-01-14,MSFT,50.572347793872,52381918.0
2016-01-13,MSFT,49.172585955103,66883571.0
2016-01-12,MSFT,50.258115544352,36095539.0
2016-01-11,MSFT,49.801050454142,36943756.0
2016-01-08,MSFT,49.82961702228,48753969.0
2016-01-07,MSFT,49.67726199221,56564852.0
2016-01-06,MSFT,51.467433595533,39518863.0
